location,date,new_cases,reproduction_rate,new_deaths,hosp_patients,icu_patients,new_tests,positive_rate,new_vaccinations,people_vaccinated,people_fully_vaccinated
South Korea,2021-04-26,512.0,0.98,4.0,0.0,132.0,36616.0,0.0091,165608.0,2370104.0,183472.0
South Korea,2021-04-27,769.0,0.99,3.0,0.0,156.0,98701.0,0.0089,200123.0,2541640.0,205264.0
South Korea,2021-04-28,679.0,0.97,1.0,0.0,160.0,90468.0,0.0087,253774.0,2766739.0,225873.0
South Korea,2021-04-29,661.0,0.95,7.0,0.0,157.0,83142.0,0.0084,293336.0,3021489.0,255496.0
South Korea,2021-04-30,627.0,0.94,3.0,0.0,164.0,82420.0,0.0082,309378.0,3293045.0,285959.0
South Korea,2021-05-01,606.0,0.95,2.0,0.0,174.0,77587.0,0.0084,49967.0,3333479.0,294514.0
South Korea,2021-05-02,488.0,0.96,1.0,0.0,170.0,39560.0,0.0085,3782.0,3335949.0,295824.0
South Korea,2021-05-03,541.0,0.96,6.0,0.0,164.0,34635.0,0.0086,119096.0,3421461.0,326454.0
South Korea,2021-05-04,676.0,0.93,7.0,0.0,162.0,83575.0,0.0087,108831.0,3496053.0,357680.0
South Korea,2021-05-05,574.0,0.9,4.0,0.0,173.0,77553.0,0.0087,33626.0,3503040.0,383012.0
South Korea,2021-05-06,525.0,0.91,9.0,0.0,172.0,40011.0,0.0093,133917.0,3561899.0,453637.0
South Korea,2021-05-07,701.0,0.97,5.0,0.0,162.0,90183.0,0.0093,127930.0,3611182.0,527835.0
South Korea,2021-05-08,564.0,0.98,9.0,0.0,165.0,92214.0,0.0089,42482.0,3624733.0,555326.0
South Korea,2021-05-09,463.0,0.98,1.0,0.0,160.0,46807.0,0.0087,6599.0,3625780.0,560776.0
South Korea,2021-05-10,510.0,1.0,4.0,0.0,161.0,37169.0,0.0086,93808.0,3641198.0,635245.0
South Korea,2021-05-11,634.0,1.02,5.0,0.0,171.0,90722.0,0.0084,91770.0,3651559.0,712794.0
South Korea,2021-05-12,715.0,1.07,7.0,0.0,167.0,84246.0,0.0085,91689.0,3659588.0,792469.0
South Korea,2021-05-13,747.0,1.09,2.0,0.0,160.0,88083.0,0.0082,89702.0,3670436.0,867687.0
South Korea,2021-05-14,681.0,1.06,3.0,0.0,153.0,90361.0,0.0081,94306.0,3683558.0,945287.0
South Korea,2021-05-15,610.0,1.06,4.0,0.0,150.0,93286.0,0.0082,34253.0,3686709.0,975098.0
South Korea,2021-05-16,619.0,1.06,3.0,0.0,150.0,50057.0,0.0085,7374.0,3688329.0,980722.0
South Korea,2021-05-17,528.0,1.01,1.0,0.0,151.0,37230.0,0.0085,115872.0,3703120.0,1077266.0
South Korea,2021-05-18,654.0,0.96,8.0,0.0,156.0,87598.0,0.0086,155959.0,3716784.0,1214019.0
South Korea,2021-05-19,646.0,0.94,4.0,0.0,148.0,77244.0,0.0086,97262.0,3720619.0,1303496.0
South Korea,2021-05-20,561.0,0.93,6.0,0.0,151.0,42062.0,0.009,224941.0,3734292.0,1506563.0
South Korea,2021-05-21,666.0,0.97,4.0,0.0,147.0,93310.0,0.0089,241827.0,3750169.0,1725389.0
South Korea,2021-05-22,585.0,1.0,5.0,0.0,150.0,86876.0,0.009,43117.0,3756541.0,1761213.0
South Korea,2021-05-23,538.0,1.01,3.0,0.0,149.0,48642.0,0.0088,4296.0,3757625.0,1764362.0
South Korea,2021-05-24,516.0,1.0,4.0,0.0,144.0,38171.0,0.0088,177802.0,3826854.0,1866798.0
South Korea,2021-05-25,705.0,0.98,2.0,0.0,160.0,88470.0,0.0089,173890.0,3902968.0,1959044.0
South Korea,2021-05-26,629.0,0.94,3.0,0.0,151.0,84184.0,0.0087,157545.0,3988113.0,2026534.0
South Korea,2021-05-27,587.0,0.91,3.0,0.0,154.0,82680.0,0.0081,718017.0,4641224.0,2082100.0
South Korea,2021-05-28,533.0,0.89,5.0,0.0,156.0,80764.0,0.008,611657.0,5179746.0,2147592.0
South Korea,2021-05-29,480.0,0.91,6.0,0.0,160.0,74612.0,0.008,175812.0,5344265.0,2157193.0
South Korea,2021-05-30,430.0,0.94,2.0,0.0,150.0,41697.0,0.0079,6955.0,5350571.0,2157881.0
South Korea,2021-05-31,459.0,0.99,4.0,0.0,149.0,29528.0,0.0079,415267.0,5731333.0,2185321.0
South Korea,2021-06-01,677.0,1.03,2.0,0.0,158.0,79796.0,0.008,595725.0,6291306.0,2212157.0
South Korea,2021-06-02,681.0,1.07,3.0,0.0,151.0,80343.0,0.0082,407428.0,6668448.0,2235511.0
South Korea,2021-06-03,695.0,1.09,1.0,0.0,149.0,79717.0,0.0085,371957.0,7007778.0,2261826.0
South Korea,2021-06-04,744.0,1.08,2.0,0.0,151.0,79251.0,0.009,401714.0,7372798.0,2293034.0
South Korea,2021-06-05,556.0,1.03,2.0,0.0,151.0,80209.0,0.009,144963.0,7512634.0,2296644.0
South Korea,2021-06-06,485.0,0.99,1.0,0.0,150.0,45386.0,0.0091,4805.0,7516658.0,2297464.0
South Korea,2021-06-07,454.0,0.95,1.0,0.0,152.0,30526.0,0.009,915977.0,8401693.0,2318205.0
South Korea,2021-06-08,602.0,0.92,2.0,0.0,149.0,80367.0,0.0089,773107.0,9139055.0,2342770.0
South Korea,2021-06-09,610.0,0.91,2.0,0.0,146.0,75128.0,0.0088,619176.0,9725435.0,2364937.0
South Korea,2021-06-10,556.0,0.9,2.0,0.0,154.0,72645.0,0.0086,804183.0,10486186.0,2650559.0
South Korea,2021-06-11,565.0,0.9,1.0,0.0,153.0,71467.0,0.0084,864257.0,11307603.0,2887190.0
South Korea,2021-06-12,452.0,0.89,3.0,0.0,155.0,69514.0,0.0084,396585.0,11695434.0,3007899.0
South Korea,2021-06-13,399.0,0.9,3.0,0.0,146.0,36388.0,0.0083,30224.0,11723927.0,3021356.0
South Korea,2021-06-14,373.0,0.89,4.0,0.0,153.0,27606.0,0.0082,856369.0,12488919.0,3273424.0
South Korea,2021-06-15,545.0,0.88,1.0,0.0,158.0,71037.0,0.0083,744798.0,13132652.0,3475488.0
South Korea,2021-06-16,540.0,0.9,1.0,0.0,159.0,68456.0,0.0082,674538.0,13698806.0,3750809.0
South Korea,2021-06-17,507.0,0.9,2.0,0.0,156.0,66732.0,0.0082,548317.0,14139838.0,3874540.0
South Korea,2021-06-18,482.0,0.91,1.0,0.0,149.0,72374.0,0.008,636694.0,14675137.0,3999229.0
South Korea,2021-06-19,429.0,0.94,5.0,0.0,151.0,66662.0,0.008,235929.0,14891347.0,4036200.0
South Korea,2021-06-20,357.0,0.97,2.0,0.0,146.0,38778.0,0.0079,3555.0,14892876.0,4038709.0
South Korea,2021-06-21,394.0,1.02,2.0,0.0,137.0,26097.0,0.0079,163649.0,14941399.0,4150530.0
South Korea,2021-06-22,645.0,1.09,1.0,0.0,135.0,73191.0,0.0081,173977.0,14991113.0,4269989.0
South Korea,2021-06-23,610.0,1.12,1.0,0.0,146.0,67911.0,0.0083,165410.0,15036328.0,4384507.0
South Korea,2021-06-24,634.0,1.15,1.0,0.0,141.0,64999.0,0.0087,155539.0,15083255.0,4487902.0
South Korea,2021-06-25,668.0,1.18,3.0,0.0,143.0,62912.0,0.0093,163556.0,15148552.0,4582001.0
South Korea,2021-06-26,614.0,1.18,1.0,0.0,149.0,73804.0,0.0096,37628.0,15161101.0,4606295.0
South Korea,2021-06-27,501.0,1.18,2.0,0.0,147.0,48711.0,0.0097,2937.0,15162046.0,4608384.0
South Korea,2021-06-28,595.0,1.21,2.0,0.0,141.0,34575.0,0.01,159761.0,15176596.0,4748597.0
South Korea,2021-06-29,794.0,1.2,1.0,0.0,152.0,80322.0,0.0102,164079.0,15195167.0,4888554.0
South Korea,2021-06-30,761.0,1.2,3.0,0.0,149.0,66168.0,0.0106,154373.0,15212009.0,5021096.0
South Korea,2021-07-01,826.0,1.22,3.0,0.0,144.0,85383.0,0.0105,128314.0,15219367.0,5138897.0
South Korea,2021-07-02,794.0,1.22,1.0,0.0,145.0,77172.0,0.0105,129515.0,15227627.0,5257591.0
South Korea,2021-07-03,742.0,1.24,1.0,0.0,144.0,79946.0,0.0106,21309.0,15231133.0,5275104.0
South Korea,2021-07-04,711.0,1.29,2.0,0.0,143.0,47083.0,0.0111,2672.0,15232583.0,5276375.0
South Korea,2021-07-05,746.0,1.34,4.0,0.0,139.0,34706.0,0.0114,134788.0,15289223.0,5353284.0
South Korea,2021-07-06,1212.0,1.43,1.0,0.0,144.0,93553.0,0.012,133292.0,15330017.0,5444158.0
South Korea,2021-07-07,1275.0,1.46,1.0,0.0,155.0,89499.0,0.0124,128219.0,15367421.0,5533494.0
South Korea,2021-07-08,1316.0,1.46,2.0,0.0,153.0,122876.0,0.0125,148452.0,15407751.0,5640084.0
South Korea,2021-07-09,1378.0,1.44,2.0,0.0,148.0,120026.0,0.0126,210900.0,15467902.0,5789601.0
South Korea,2021-07-10,1324.0,1.4,5.0,0.0,148.0,131158.0,0.0125,54972.0,15482218.0,5830179.0
South Korea,2021-07-11,1100.0,1.35,1.0,0.0,145.0,82151.0,0.0124,3418.0,15483779.0,5832094.0
South Korea,2021-07-12,1150.0,1.31,2.0,0.0,138.0,57137.0,0.0126,128145.0,15516267.0,5926367.0
South Korea,2021-07-13,1615.0,1.29,2.0,0.0,146.0,139997.0,0.0123,221449.0,15625795.0,6036789.0
South Korea,2021-07-14,1599.0,1.26,2.0,0.0,163.0,138162.0,0.012,237712.0,15739204.0,6159605.0
South Korea,2021-07-15,1536.0,1.22,1.0,0.0,167.0,144912.0,0.0119,269181.0,15863629.0,6303059.0
South Korea,2021-07-16,1454.0,1.19,4.0,0.0,171.0,147711.0,0.0116,322660.0,15999839.0,6488243.0
South Korea,2021-07-17,1451.0,1.19,2.0,0.0,185.0,138087.0,0.0117,73874.0,16035569.0,6526235.0
South Korea,2021-07-18,1252.0,1.18,1.0,0.0,187.0,90025.0,0.0117,4767.0,16038895.0,6527724.0
South Korea,2021-07-19,1278.0,1.17,1.0,0.0,185.0,70000.0,0.0117,234635.0,16200242.0,6599933.0
South Korea,2021-07-20,1780.0,1.16,1.0,0.0,207.0,155193.0,0.0117,215330.0,16352162.0,6662185.0
South Korea,2021-07-21,1842.0,1.15,3.0,0.0,214.0,147693.0,0.0119,183045.0,16493104.0,6703521.0
South Korea,2021-07-22,1630.0,1.11,3.0,0.0,218.0,139701.0,0.012,203990.0,16634896.0,6765053.0
South Korea,2021-07-23,1629.0,1.1,2.0,0.0,227.0,137495.0,0.0124,210385.0,16782720.0,6827088.0
South Korea,2021-07-24,1486.0,1.09,5.0,0.0,254.0,139876.0,0.0124,43280.0,16813008.0,6840083.0
South Korea,2021-07-25,1318.0,1.09,4.0,0.0,257.0,92352.0,0.0124,3700.0,16815338.0,6841548.0
South Korea,2021-07-26,1365.0,1.09,2.0,0.0,244.0,67153.0,0.0126,687774.0,17434342.0,6908577.0
South Korea,2021-07-27,1894.0,1.06,4.0,0.0,269.0,156805.0,0.0127,434244.0,17816881.0,6959062.0
South Korea,2021-07-28,1671.0,1.03,2.0,0.0,286.0,142240.0,0.0126,526237.0,18297560.0,7003559.0
South Korea,2021-07-29,1710.0,1.02,4.0,0.0,285.0,136621.0,0.0127,394729.0,18646185.0,7048838.0
South Korea,2021-07-30,1539.0,1.0,6.0,0.0,299.0,138442.0,0.0126,561117.0,19144096.0,7110866.0
South Korea,2021-07-31,1438.0,1.0,3.0,0.0,317.0,144749.0,0.0125,231943.0,19360593.0,7126005.0
South Korea,2021-08-01,1218.0,1.0,1.0,0.0,324.0,89698.0,0.0124,30384.0,19389271.0,7127722.0
South Korea,2021-08-02,1200.0,1.0,5.0,0.0,326.0,65811.0,0.0122,516579.0,19866308.0,7165494.0
South Korea,2021-08-03,1725.0,1.01,2.0,0.0,331.0,148294.0,0.0121,331266.0,20087641.0,7274238.0
South Korea,2021-08-04,1775.0,1.04,3.0,0.0,329.0,140327.0,0.0123,279883.0,20254658.0,7385923.0
South Korea,2021-08-05,1704.0,1.07,4.0,0.0,369.0,138651.0,0.0122,324279.0,20449209.0,7514196.0
South Korea,2021-08-06,1823.0,1.1,3.0,0.0,376.0,136385.0,0.0126,415965.0,20706374.0,7671512.0
South Korea,2021-08-07,1728.0,1.12,5.0,0.0,377.0,147234.0,0.0129,160366.0,20829142.0,7708843.0
South Korea,2021-08-08,1491.0,1.13,4.0,0.0,376.0,108821.0,0.0129,32226.0,20857896.0,7712303.0
South Korea,2021-08-09,1536.0,1.13,9.0,0.0,367.0,83054.0,0.0131,613924.0,21293565.0,7887381.0
South Korea,2021-08-10,2222.0,1.13,1.0,0.0,379.0,163177.0,0.0134,436457.0,21556814.0,8057753.0
South Korea,2021-08-11,1987.0,1.1,3.0,0.0,387.0,142165.0,0.0136,344678.0,21735049.0,8221858.0
South Korea,2021-08-12,1991.0,1.08,6.0,0.0,372.0,150357.0,0.0137,878372.0,21904185.0,8924159.0
South Korea,2021-08-13,1928.0,1.07,4.0,0.0,369.0,161327.0,0.0135,867254.0,22148097.0,9542173.0
South Korea,2021-08-14,1814.0,1.06,8.0,0.0,386.0,168317.0,0.0133,327886.0,22291979.0,9724806.0
South Korea,2021-08-15,1556.0,1.04,11.0,0.0,374.0,120040.0,0.0132,25505.0,22311081.0,9731168.0
South Korea,2021-08-16,1371.0,1.0,6.0,0.0,353.0,88413.0,0.0129,931237.0,22982290.0,9987389.0
South Korea,2021-08-17,1804.0,0.99,5.0,0.0,354.0,112598.0,0.0132,1223795.0,23706229.0,10480255.0
South Korea,2021-08-18,2151.0,1.04,13.0,0.0,366.0,171899.0,0.013,846452.0,24229104.0,10798709.0
South Korea,2021-08-19,2052.0,1.03,6.0,0.0,390.0,168245.0,0.0128,801310.0,24733771.0,11091272.0
South Korea,2021-08-20,1879.0,1.01,5.0,0.0,385.0,164450.0,0.0127,1027058.0,25424429.0,11423588.0
South Korea,2021-08-21,1626.0,1.0,13.0,0.0,403.0,187608.0,0.0123,490784.0,25789628.0,11547681.0
South Korea,2021-08-22,1414.0,1.0,7.0,0.0,395.0,110589.0,0.0123,43846.0,25830365.0,11550723.0
South Korea,2021-08-23,1509.0,1.01,6.0,0.0,399.0,86642.0,0.0124,1105082.0,26218181.0,12266878.0
South Korea,2021-08-24,2148.0,1.01,9.0,0.0,420.0,164805.0,0.0121,1002937.0,26622983.0,12868451.0
South Korea,2021-08-25,1882.0,0.98,20.0,0.0,434.0,156933.0,0.012,847128.0,27000275.0,13344624.0
South Korea,2021-08-26,1836.0,0.97,8.0,0.0,425.0,173133.0,0.0118,1072664.0,27653684.0,13769042.0
South Korea,2021-08-27,1793.0,0.97,11.0,0.0,427.0,184410.0,0.0115,1148732.0,28256148.0,14318283.0
South Korea,2021-08-28,1618.0,0.98,3.0,0.0,409.0,180474.0,0.0115,527640.0,28532745.0,14573849.0
South Korea,2021-08-29,1485.0,0.99,5.0,0.0,404.0,123433.0,0.0115,31023.0,28549447.0,14590343.0
South Korea,2021-08-30,1371.0,0.99,1.0,0.0,396.0,95709.0,0.0112,981462.0,28939130.0,15186706.0
South Korea,2021-08-31,2020.0,0.99,7.0,0.0,409.0,177378.0,0.011,764316.0,29186953.0,15714263.0
South Korea,2021-09-01,1961.0,0.99,11.0,0.0,399.0,175604.0,0.0109,698113.0,29365721.0,16247391.0
South Korea,2021-09-02,1709.0,0.96,5.0,0.0,371.0,194807.0,0.0106,669717.0,29552210.0,16745567.0
South Korea,2021-09-03,1803.0,0.96,7.0,0.0,367.0,187000.0,0.0105,917803.0,29785946.0,17442836.0
South Korea,2021-09-04,1490.0,0.97,6.0,0.0,376.0,187130.0,0.0104,372035.0,29905218.0,17703453.0
South Korea,2021-09-05,1374.0,1.01,6.0,0.0,363.0,121647.0,0.0103,15289.0,29914239.0,17712324.0
South Korea,2021-09-06,1596.0,1.05,3.0,0.0,358.0,95216.0,0.0105,1370948.0,30657664.0,18346336.0
South Korea,2021-09-07,2048.0,1.05,4.0,0.0,364.0,173259.0,0.0106,986207.0,31232140.0,18767392.0
South Korea,2021-09-08,2049.0,1.05,9.0,0.0,387.0,151145.0,0.0109,682823.0,31618205.0,19074730.0
South Korea,2021-09-09,1892.0,1.02,5.0,0.0,366.0,153994.0,0.0115,722439.0,32058443.0,19367052.0
South Korea,2021-09-10,1865.0,1.01,10.0,0.0,353.0,148863.0,0.0119,1062013.0,32711450.0,19785141.0
South Korea,2021-09-11,1755.0,1.02,1.0,0.0,352.0,158537.0,0.0125,532734.0,33040346.0,19998058.0
South Korea,2021-09-12,1431.0,1.02,1.0,0.0,351.0,115323.0,0.0127,45706.0,33062794.0,20024236.0
South Korea,2021-09-13,1496.0,1.02,7.0,0.0,342.0,89159.0,0.0127,1245355.0,33890252.0,20446985.0
South Korea,2021-09-14,2078.0,1.04,13.0,0.0,340.0,166643.0,0.0128,818266.0,34492086.0,20671843.0
South Korea,2021-09-15,1943.0,1.04,6.0,0.0,350.0,147265.0,0.0127,808067.0,34868448.0,21111157.0
South Korea,2021-09-16,2008.0,1.04,3.0,0.0,348.0,154178.0,0.0128,736245.0,35299138.0,21424839.0
South Korea,2021-09-17,2084.0,1.05,5.0,0.0,332.0,151015.0,0.013,1096180.0,35960077.0,21869927.0
South Korea,2021-09-18,1909.0,1.06,10.0,0.0,329.0,149194.0,0.0133,579425.0,36352761.0,22060844.0
South Korea,2021-09-19,1603.0,1.05,5.0,0.0,333.0,96295.0,0.0138,47962.0,36374433.0,22087280.0
South Korea,2021-09-20,1729.0,1.04,4.0,0.0,332.0,75232.0,0.0142,45203.0,36404820.0,22102081.0
South Korea,2021-09-21,1720.0,1.0,6.0,0.0,328.0,92433.0,0.015,12149.0,36411843.0,22107230.0
South Korea,2021-09-22,1715.0,1.06,8.0,0.0,317.0,111192.0,0.0154,44923.0,36439946.0,22124146.0
South Korea,2021-09-23,2434.0,1.22,14.0,0.0,312.0,176801.0,0.0155,935573.0,37001551.0,22501359.0
South Korea,2021-09-24,3269.0,1.35,0.0,0.0,309.0,252176.0,0.0151,1029719.0,37618639.0,22916931.0
South Korea,2021-09-25,2769.0,1.33,9.0,0.0,339.0,226851.0,0.0148,529450.0,37932124.0,23133131.0
South Korea,2021-09-26,2383.0,1.28,6.0,0.0,320.0,169556.0,0.0145,50515.0,37958860.0,23157574.0
South Korea,2021-09-27,2287.0,1.2,8.0,0.0,319.0,140391.0,0.0142,1127351.0,38376094.0,23868956.0
South Korea,2021-09-28,2885.0,1.14,10.0,0.0,324.0,217776.0,0.0137,946493.0,38633705.0,24558888.0
South Korea,2021-09-29,2562.0,1.05,7.0,0.0,331.0,190504.0,0.0135,755934.0,38865478.0,25085331.0
South Korea,2021-09-30,2485.0,0.99,16.0,0.0,336.0,186263.0,0.0135,884864.0,39209778.0,25627350.0
South Korea,2021-10-01,2247.0,0.94,7.0,0.0,323.0,171739.0,0.0135,1097651.0,39446504.0,26488125.0
South Korea,2021-10-02,2085.0,0.93,3.0,0.0,336.0,168651.0,0.0136,531141.0,39571284.0,26895412.0
South Korea,2021-10-03,1673.0,0.92,6.0,0.0,346.0,112110.0,0.0137,37394.0,39574902.0,26929173.0
South Korea,2021-10-04,1574.0,0.9,11.0,0.0,348.0,92538.0,0.0136,236720.0,39600716.0,27139586.0
South Korea,2021-10-05,2026.0,0.89,12.0,0.0,346.0,117928.0,0.0141,810748.0,39646106.0,27904408.0
South Korea,2021-10-06,2423.0,0.92,8.0,0.0,354.0,164983.0,0.0143,547164.0,39683431.0,28414466.0
South Korea,2021-10-07,2176.0,0.89,10.0,0.0,375.0,162952.0,0.0143,747257.0,39720498.0,29124306.0
South Korea,2021-10-08,1949.0,0.86,6.0,0.0,377.0,158995.0,0.0142,1144224.0,39765892.0,30222369.0
South Korea,2021-10-09,1594.0,0.84,15.0,0.0,384.0,148710.0,0.014,115549.0,39777068.0,30326886.0
South Korea,2021-10-10,1297.0,0.83,8.0,0.0,377.0,103107.0,0.0137,21270.0,39780000.0,30345452.0
South Korea,2021-10-11,1342.0,0.83,11.0,0.0,371.0,88605.0,0.0136,260942.0,39873357.0,30512174.0
South Korea,2021-10-12,1581.0,0.81,11.0,0.0,364.0,113542.0,0.0131,708176.0,39979330.0,31112697.0
South Korea,2021-10-13,1938.0,0.84,13.0,0.0,359.0,160167.0,0.0127,470160.0,40036895.0,31523824.0
South Korea,2021-10-14,1684.0,0.84,8.0,0.0,371.0,133624.0,0.0126,514789.0,40091933.0,31981480.0
South Korea,2021-10-15,1617.0,0.84,18.0,0.0,371.0,132428.0,0.0126,812491.0,40181492.0,32702257.0
South Korea,2021-10-16,1417.0,0.84,16.0,0.0,361.0,136218.0,0.0125,420059.0,40245927.0,33057812.0
South Korea,2021-10-17,1050.0,0.83,8.0,0.0,348.0,93629.0,0.0124,21705.0,40248013.0,33077864.0
South Korea,2021-10-18,1072.0,0.84,21.0,0.0,345.0,73189.0,0.0123,704105.0,40320027.0,33708231.0
South Korea,2021-10-19,1571.0,0.84,9.0,0.0,344.0,140038.0,0.0119,486839.0,40357596.0,34154924.0
South Korea,2021-10-20,1441.0,0.84,11.0,0.0,347.0,131788.0,0.0117,397571.0,40426714.0,34478786.0
South Korea,2021-10-21,1440.0,0.88,16.0,0.0,349.0,128596.0,0.0115,474822.0,40486575.0,34887602.0
South Korea,2021-10-22,1507.0,0.93,20.0,0.0,342.0,131450.0,0.0114,706302.0,40552817.0,35521674.0
South Korea,2021-10-23,1423.0,0.97,21.0,0.0,327.0,131060.0,0.0115,386721.0,40604504.0,35856026.0
South Korea,2021-10-24,1190.0,1.02,7.0,0.0,316.0,89837.0,0.0117,20757.0,40608470.0,35873217.0
South Korea,2021-10-25,1264.0,1.08,15.0,0.0,322.0,77320.0,0.0119,521070.0,40687033.0,36306477.0
South Korea,2021-10-26,1948.0,1.14,9.0,0.0,334.0,144061.0,0.0122,335683.0,40728319.0,36587757.0
South Korea,2021-10-27,2111.0,1.19,11.0,0.0,341.0,140541.0,0.0129,350101.0,40806066.0,36846500.0
South Korea,2021-10-28,2124.0,1.21,9.0,0.0,345.0,140496.0,0.0135,697176.0,40869357.0,37470001.0
South Korea,2021-10-29,2103.0,1.21,13.0,0.0,331.0,152423.0,0.0139,773490.0,40930108.0,38172008.0
South Korea,2021-10-30,2061.0,1.2,19.0,0.0,339.0,145959.0,0.0144,399001.0,40966770.0,38530759.0
South Korea,2021-10-31,1685.0,1.19,10.0,0.0,332.0,107334.0,0.0146,24694.0,40969846.0,38552271.0
South Korea,2021-11-01,1588.0,1.18,15.0,0.0,343.0,103514.0,0.0146,237831.0,41053162.0,38671843.0
South Korea,2021-11-02,2665.0,1.21,18.0,0.0,347.0,169187.0,0.0149,188025.0,41095859.0,38759715.0
South Korea,2021-11-03,2482.0,1.17,24.0,0.0,378.0,147108.0,0.0152,199511.0,41160992.0,38836118.0
South Korea,2021-11-04,2344.0,1.14,20.0,0.0,365.0,150053.0,0.0153,230931.0,41221776.0,38960732.0
South Korea,2021-11-05,2247.0,1.11,20.0,0.0,382.0,153228.0,0.0154,293755.0,41293410.0,39123672.0
South Korea,2021-11-06,2223.0,1.1,11.0,0.0,411.0,155473.0,0.0155,131453.0,41339037.0,39186957.0
South Korea,2021-11-07,1758.0,1.08,13.0,0.0,405.0,109553.0,0.0155,7574.0,41341315.0,39191526.0
South Korea,2021-11-08,1714.0,1.07,18.0,0.0,409.0,81966.0,0.016,466182.0,41458266.0,39355430.0
South Korea,2021-11-09,2425.0,1.05,14.0,0.0,425.0,159699.0,0.0159,274405.0,41504452.0,39481213.0
South Korea,2021-11-10,2520.0,1.06,21.0,0.0,460.0,149902.0,0.0159,273171.0,41573362.0,39588722.0
South Korea,2021-11-11,2368.0,1.07,18.0,0.0,473.0,156257.0,0.0158,282492.0,41637867.0,39697656.0
South Korea,2021-11-12,2416.0,1.09,32.0,0.0,475.0,147718.0,0.016,374044.0,41716586.0,39847392.0
South Korea,2021-11-13,2325.0,1.12,20.0,0.0,485.0,152944.0,0.0162,208250.0,41772175.0,39948743.0
South Korea,2021-11-14,2006.0,1.15,12.0,0.0,483.0,108741.0,0.0165,8246.0,41774591.0,39952201.0
South Korea,2021-11-15,2125.0,1.19,22.0,0.0,471.0,87105.0,0.0168,317319.0,41837082.0,40041209.0
South Korea,2021-11-16,3182.0,1.21,21.0,0.0,495.0,176991.0,0.0173,224204.0,41871054.0,40089089.0
South Korea,2021-11-17,3292.0,1.22,29.0,0.0,522.0,161831.0,0.0179,249259.0,41916939.0,40156127.0
South Korea,2021-11-18,3034.0,1.22,28.0,0.0,506.0,170047.0,0.0183,238114.0,41962258.0,40217016.0
South Korea,2021-11-19,3206.0,1.22,29.0,0.0,499.0,169859.0,0.0188,284719.0,42012227.0,40295021.0
South Korea,2021-11-20,3120.0,1.23,30.0,0.0,508.0,189328.0,0.0188,109111.0,42039419.0,40334262.0
South Korea,2021-11-21,2826.0,1.24,24.0,0.0,517.0,131897.0,0.0191,6053.0,42040913.0,40336629.0
South Korea,2021-11-22,2698.0,1.24,30.0,0.0,515.0,110480.0,0.0192,289410.0,42090465.0,40424976.0
South Korea,2021-11-23,4115.0,1.24,35.0,0.0,549.0,204380.0,0.0196,220215.0,42119104.0,40469198.0
South Korea,2021-11-24,3936.0,1.22,38.0,0.0,586.0,193959.0,0.0196,270829.0,42166166.0,40530973.0
South Korea,2021-11-25,3901.0,1.23,39.0,0.0,612.0,198641.0,0.0199,322515.0,42214503.0,40598550.0
South Korea,2021-11-26,4067.0,1.22,52.0,0.0,617.0,209590.0,0.0199,442865.0,42270631.0,40686472.0
South Korea,2021-11-27,3923.0,1.22,56.0,0.0,634.0,210371.0,0.0202,151925.0,42303306.0,40732659.0
South Korea,2021-11-28,3307.0,1.21,32.0,0.0,647.0,140753.0,0.0205,6035.0,42304372.0,40734764.0
South Korea,2021-11-29,3029.0,1.21,44.0,0.0,629.0,119154.0,0.0206,320348.0,42335496.0,40841381.0
South Korea,2021-11-30,5119.0,1.25,34.0,0.0,661.0,229665.0,0.021,263649.0,42357426.0,40890662.0
South Korea,2021-12-01,5265.0,1.27,47.0,0.0,723.0,211109.0,0.0217,254776.0,42381460.0,40956788.0
South Korea,2021-12-02,4943.0,1.27,34.0,0.0,733.0,218933.0,0.0221,268865.0,42404256.0,41018022.0
South Korea,2021-12-03,5352.0,1.28,70.0,0.0,736.0,238487.0,0.0226,409357.0,42438724.0,41109441.0
South Korea,2021-12-04,5127.0,1.28,43.0,0.0,752.0,262362.0,0.0226,172788.0,42460424.0,41162914.0
South Korea,2021-12-05,4323.0,1.29,41.0,0.0,744.0,178780.0,0.0227,7977.0,42462228.0,41165058.0
South Korea,2021-12-06,4953.0,1.32,64.0,0.0,727.0,156248.0,0.0235,409575.0,42514766.0,41231588.0
South Korea,2021-12-07,7173.0,1.33,63.0,0.0,774.0,273678.0,0.0241,377153.0,42552762.0,41274057.0
South Korea,2021-12-08,7102.0,1.32,57.0,0.0,840.0,273678.0,0.0243,405907.0,42598750.0,41326195.0
South Korea,2021-12-09,7022.0,1.29,53.0,0.0,857.0,282598.0,0.0246,551097.0,42644224.0,41381657.0
South Korea,2021-12-10,6976.0,1.26,80.0,0.0,852.0,282150.0,0.025,902450.0,42695910.0,41457461.0
South Korea,2021-12-11,6689.0,1.24,43.0,0.0,856.0,289397.0,0.0255,341950.0,42722160.0,41492336.0
South Korea,2021-12-12,5814.0,1.21,40.0,0.0,894.0,197779.0,0.026,12654.0,42724302.0,41493938.0
South Korea,2021-12-13,5560.0,1.18,94.0,0.0,876.0,167615.0,0.0262,930146.0,42801425.0,41557356.0
South Korea,2021-12-14,7850.0,1.14,69.0,0.0,906.0,285757.0,0.0264,909265.0,42856613.0,41601424.0
